id	rate
48397	339
48399	41
48401	274
48403	104
48405	85
48407	35
48409	1547
48411	23
48413	21
48415	154
48417	29
48419	164
48421	36
48423	2173
48425	0
48427	506
48429	78
48431	17
48433	11
48435	26
48437	26
48439	14100
48441	2018
48443	3
48445	1
48447	12
48449	166
48451	1020
48453	18976
48455	89
48457	233
48459	151
48461	21
48463	148
48465	744
48467	198
48469	379
48471	142
48473	203
48475	48
48477	150
48479	979
48481	257
48483	72
48485	762
48487	50
48489	75
48491	2969
48493	143
48495	43
48497	197
48499	121
48501	22
48503	135
48505	32
48507	104
49001	15
49003	370
49005	1916
49007	111
49009	5
49011	2214
49013	36
49015	29
49017	46
49019	344
49021	330
49023	100
49025	99
49027	86
49029	35
49031	26
49033	32
49035	9825
49037	49
49039	248
49041	165
49043	541
49045	549
49047	284
49049	4767
49051	180
49053	1068
49055	20
49057	1541
50001	253
50003	373
50005	119
50007	1960
50009	40
50011	393
50013	25
50015	206
50017	249
50019	467
50021	268
50023	331
50025	268
50027	334
51001	215
51003	530
51005	75
51007	45
51009	185
51011	186
51013	3242
51015	498
51017	22
51019	379
51021	30
51023	142
51025	104
51027	11
51029	173
51031	593
51033	76
51035	122
51036	43
51037	258
51041	930
51043	53
51045	12
51047	277
51049	123
51051	8
51053	105
51057	125
51059	7659
51061	341
51063	94
51065	63
51067	261
51069	330
51071	34
51073	106
51075	33
51077	64
51079	70
51081	40
51083	404
51085	516
51087	1426
51089	177
51091	16
51093	202
51095	349
51097	0
51099	159
51101	37
51103	65
51105	30
51107	1646
51109	219
51111	140
51113	40
51115	62
51117	359
51119	67
51121	849
51125	337
51127	72
51131	57
51133	124
51135	284
51137	195
51139	128
51141	216
51143	360
51145	97
51147	282
51149	172
51153	2320
51155	292
51157	29
51159	17
51161	434
51163	149
51165	425
51167	45
51169	25
51171	119
51173	322
51175	145
51177	741
51179	682
51181	3
51183	37
51185	95
51187	155
51191	92
51193	98
51195	106
51197	99
51199	298
51510	1675
51515	31
51520	182
51530	120
51540	1033
51550	1524
51570	116
51580	7
51590	231
51595	51
51600	69
51610	185
51620	61
51630	142
51640	129
51650	918
51660	460
51670	145
51678	83
51680	259
51683	222
51685	191
51690	55
51700	1293
51710	2260
51720	0
51730	160
51735	33
51740	765
51750	48
51760	3063
51770	645
51775	176
51790	209
51800	529
51810	3859
51820	276
51830	157
51840	320
53001	207
53003	76
53005	1119
53007	784
53009	736
53011	3055
53013	42
53015	789
53017	744
53019	23
53021	333
53023	7
53025	940
53027	425
53029	724
53031	481
53033	26305
53035	2541
53037	885
53039	91
53041	257
53043	213
53045	270
53047	226
53049	141
53051	46
53053	5879
53055	304
53057	882
53059	71
53061	4391
53063	3897
53065	347
53067	2944
53069	28
53071	854
53073	3136
53075	536
53077	1280
54001	50
54003	350
54005	24
54007	14
54009	9
54011	783
54013	0
54015	35
54017	25
54019	232
54021	3
54023	27
54025	165
54027	50
54029	116
54031	53
54033	252
54035	28
54037	333
54039	583
54041	37
54043	142
54045	116
54047	8
54049	272
54051	214
54053	83
54055	202
54057	78
54059	23
54061	436
54063	12
54065	119
54067	58
54069	264
54071	14
54073	6
54075	28
54077	163
54079	34
54081	770
54083	220
54085	13
54087	7
54089	75
54091	86
54093	54
54095	25
54097	28
54099	90
54101	61
54103	40
54105	57
54107	355
54109	152
55001	117
55003	153
55005	202
55007	100
55009	2331
55011	64
55013	85
55015	293
55017	586
55019	397
55021	349
55023	74
55025	9998
55027	561
55029	281
55031	397
55033	465
55035	1127
55037	28
55039	805
55041	28
55043	519
55045	435
55047	222
55049	173
55051	19
55053	164
55055	735
55057	166
55059	1001
55061	142
55063	1356
55065	96
55067	105
55069	123
55071	621
55073	1152
55075	286
55077	89
55078	20
55079	6276
55081	545
55083	174
55085	218
55087	1655
55089	647
55091	55
55093	298
55095	156
55097	1154
55099	143
55101	1177
55103	92
55105	796
55107	82
55109	370
55111	407
55113	84
55115	235
55117	893
55119	251
55121	188
55123	332
55125	205
55127	885
55129	108
55131	884
55133	1649
55135	317
55137	178
55139	1393
55141	697
56001	1331
56003	87
56005	546
56007	147
56009	57
56011	97
56013	322
56015	120
56017	5
56019	119
56021	929
56023	59
56025	642
56027	21
56029	151
56031	52
56033	258
56035	41
56037	178
56039	461
56041	147
56043	80
56045	40
